scenario,event_id,t0_us,t1_us,t2_us,t3_us,t4_us,status
S2,10,1149251409,1149251421,1149251437,1149253826,1149259378,ok
S2,11,1150131436,1150131448,1150131464,1150133830,1150139382,ok
S2,12,1150950424,1150950435,1150950452,1150953827,1150959379,ok
S2,13,1151837773,1151837785,1151837801,1151837836,1151843388,ok
S2,14,1152802297,1152802309,1152802325,1152802359,1152807910,ok
