scenario,event_id,t0_us,t1_us,t2_us,t3_us,t4_us,status
S0,1,476844878,476844890,476844906,476845031,476850584,ok
S0,2,477260959,477260971,477260987,477261111,477266662,ok
S0,3,477655899,477655911,477655927,477656052,477661611,ok
S0,4,478043570,478043582,478043598,478043722,478049280,ok
S0,5,478443678,478443690,478443706,478443831,478449385,ok
