scenario,event_id,t0_us,t1_us,t2_us,t3_us,t4_us,status
S5,65,1240870411,1240874640,1240874656,1240884643,1240890198,ok
S5,66,1241900027,1241900039,1241900055,1241904628,1241910187,ok
